state,year,zip,tested,BLL_geq_10,BLL_geq_5
AL,2006,35906,3,0,0
AL,2006,35907,2,0,0
AL,2006,35950,110,0,1
AL,2006,35951,39,0,0
AL,2006,35952,4,0,0
AL,2006,35953,4,0,0
AL,2006,35954,3,0,0
AL,2006,35956,10,0,0
AL,2006,35957,42,0,0
AL,2006,35958,17,0,0
AL,2006,35959,2,0,0
AL,2006,35960,5,0,0
AL,2006,35961,1,0,0
AL,2006,35962,13,0,0
AL,2006,35964,1,0,0
AL,2006,35966,12,0,0
AL,2006,35967,5,1,1
AL,2006,35968,3,0,0
AL,2006,35971,7,0,0
AL,2006,35974,2,0,0
AL,2006,35976,46,0,1
AL,2006,35978,6,0,0
AL,2006,35979,3,0,0
AL,2006,35980,14,0,0
AL,2006,35984,1,1,1
AL,2006,35986,4,0,0
AL,2006,35987,2,0,0
AL,2006,35988,1,0,0
AL,2006,36001,2,0,0
AL,2006,36003,7,0,0
AL,2006,36005,5,0,0
AL,2006,36006,2,0,0
AL,2006,36009,4,0,0
AL,2006,36010,20,1,1
AL,2006,36013,1,0,0
AL,2006,36016,25,1,1
AL,2006,36017,9,0,0
AL,2006,36020,2,0,0
AL,2006,36022,20,0,0
AL,2006,36024,24,0,0
AL,2006,36025,6,0,0
AL,2006,36026,1,0,0
AL,2006,36027,21,0,0
AL,2006,36028,5,0,0
AL,2006,36029,2,0,0
AL,2006,36030,4,0,1
AL,2006,36031,1,0,0
AL,2006,36032,51,0,1
AL,2006,36033,17,0,0
AL,2006,36034,3,0,0
AL,2006,36035,10,0,0
AL,2006,36036,5,0,0
AL,2006,36037,78,0,0
AL,2006,36038,1,0,0
AL,2006,36039,7,0,0
AL,2006,36040,73,0,0
AL,2006,36041,2,0,1
AL,2006,36042,2,0,0
AL,2006,36043,8,0,0
AL,2006,36045,2,0,0
AL,2006,36046,7,0,1
AL,2006,36047,15,0,0
AL,2006,36048,4,0,0
AL,2006,36049,10,0,0
AL,2006,36051,3,0,0
AL,2006,36052,1,0,0
AL,2006,36053,3,0,0
AL,2006,36054,30,0,1
AL,2006,36057,1,0,0
AL,2006,36064,11,0,0
AL,2006,36065,1,0,0
AL,2006,36066,32,0,1
AL,2006,36067,88,2,3
AL,2006,36068,1,0,0
AL,2006,36069,6,0,1
AL,2006,36071,3,0,0
AL,2006,36075,19,0,0
AL,2006,36078,94,0,0
AL,2006,36079,27,2,2
AL,2006,36080,7,0,0
AL,2006,36081,88,7,7
AL,2006,36083,136,1,2
AL,2006,36088,5,0,0
AL,2006,36089,26,1,1
AL,2006,36091,3,0,0
AL,2006,36092,52,0,1
AL,2006,36093,7,0,0
AL,2006,36101,3,0,0
AL,2006,36102,1,0,0
AL,2006,36103,1,0,0
AL,2006,36104,62,1,5
AL,2006,36105,99,1,6
AL,2006,36106,132,0,5
AL,2006,36107,52,2,2
AL,2006,36108,157,3,3
AL,2006,36109,67,0,0
AL,2006,36110,69,3,6
AL,2006,36111,42,0,0
AL,2006,36113,1,0,0
AL,2006,36114,1,0,0
AL,2006,36116,203,1,3
AL,2006,36117,102,0,0
AL,2006,36124,3,0,0
AL,2006,36201,131,4,5
AL,2006,36202,11,0,0
AL,2006,36203,76,0,0
AL,2006,36204,1,0,0
AL,2006,36206,46,0,0
AL,2006,36207,53,0,0
AL,2006,36250,15,0,0
AL,2006,36251,13,0,0
AL,2006,36255,3,0,0
AL,2006,36256,7,0,0
AL,2006,36257,2,0,0
AL,2006,36258,7,0,0
AL,2006,36260,18,0,0
AL,2006,36261,1,0,0
AL,2006,36262,3,0,0
AL,2006,36263,2,0,0
AL,2006,36264,26,1,1
AL,2006,36265,76,1,1
AL,2006,36266,25,0,0
AL,2006,36268,35,0,0
AL,2006,36269,2,0,0
AL,2006,36271,22,0,0
AL,2006,36272,48,0,1
AL,2006,36273,3,0,0
AL,2006,36274,16,2,2
AL,2006,36276,7,0,0
AL,2006,36277,18,0,0
AL,2006,36278,13,0,0
AL,2006,36279,8,0,0
AL,2006,36280,11,0,0
AL,2006,36301,4,4,4
AL,2006,36303,5,2,2
AL,2006,36305,1,0,0
AL,2006,36310,2,0,0
AL,2006,36311,8,0,0
AL,2006,36313,2,0,0
AL,2006,36314,2,0,0
AL,2006,36316,7,0,0
AL,2006,36318,6,0,0
AL,2006,36320,2,1,1
AL,2006,36322,43,0,0
AL,2006,36323,57,1,1
AL,2006,36330,220,0,1
AL,2006,36331,1,0,0
AL,2006,36340,31,0,0
AL,2006,36344,6,0,0
AL,2006,36345,2,0,0
AL,2006,36346,9,0,0
AL,2006,36350,3,1,1
AL,2006,36351,19,0,0
AL,2006,36352,5,1,1
AL,2006,36360,113,0,0
AL,2006,36361,1,0,0
AL,2006,36362,1,0,0
AL,2006,36375,2,0,0
AL,2006,36376,1,0,0
AL,2006,36401,43,0,3
AL,2006,36420,61,0,0
AL,2006,36421,6,0,0
AL,2006,36425,1,0,0
AL,2006,36426,90,0,0
AL,2006,36427,6,0,0
AL,2006,36432,5,0,0
AL,2006,36436,1,0,0
AL,2006,36439,2,0,0
AL,2006,36441,11,0,0
AL,2006,36442,20,0,0
AL,2006,36444,2,0,0
AL,2006,36445,5,0,0
AL,2006,36446,3,0,0
AL,2006,36451,49,1,1
AL,2006,36453,4,0,0
AL,2006,36455,1,0,0
AL,2006,36456,5,0,0
AL,2006,36458,2,0,0
AL,2006,36460,19,0,0
AL,2006,36461,7,0,0
AL,2006,36467,25,0,0
AL,2006,36470,2,0,0
AL,2006,36471,2,0,0
AL,2006,36473,1,0,0
AL,2006,36474,10,0,0
AL,2006,36475,10,1,1
AL,2006,36476,2,0,0
AL,2006,36477,23,0,0
AL,2006,36482,13,0,0
AL,2006,36483,1,0,0
AL,2006,36502,39,0,0
AL,2006,36504,4,0,0
AL,2006,36505,2,0,0
AL,2006,36507,96,0,0
AL,2006,36509,1,0,0
AL,2006,36512,1,0,0
AL,2006,36513,6,0,0
AL,2006,36518,14,0,0
AL,2006,36521,5,0,0
AL,2006,36522,13,1,1
AL,2006,36523,1,0,0
AL,2006,36524,24,1,1
AL,2006,36525,4,0,0
AL,2006,36526,2,0,0
AL,2006,36529,1,0,0
AL,2006,36530,6,0,0
AL,2006,36532,3,0,0
AL,2006,36535,18,0,0
AL,2006,36536,1,0,0
AL,2006,36538,4,0,0
AL,2006,36539,2,0,0
AL,2006,36540,9,0,0
AL,2006,36541,35,0,0
AL,2006,36542,10,0,0
AL,2006,36544,9,0,0
AL,2006,36545,86,0,0
AL,2006,36547,1,0,0
AL,2006,36548,7,0,0
AL,2006,36553,36,0,0
AL,2006,36556,4,0,0
AL,2006,36558,8,0,0
AL,2006,36560,16,0,0
AL,2006,36561,10,0,0
AL,2006,36562,4,0,0
AL,2006,36564,1,0,0
AL,2006,36567,3,1,1
AL,2006,36569,4,0,0
AL,2006,36571,6,0,0
AL,2006,36572,5,0,0
AL,2006,36574,1,0,0
AL,2006,36575,5,0,0
AL,2006,36576,3,0,0
AL,2006,36578,3,0,0
AL,2006,36579,11,0,0
AL,2006,36580,4,1,1
AL,2006,36581,3,0,0
AL,2006,36582,11,0,0
AL,2006,36583,4,0,0
AL,2006,36584,1,0,0
AL,2006,36585,9,0,0
AL,2006,36587,5,0,0
AL,2006,36590,1,0,0
AL,2006,36603,16,3,5
AL,2006,36604,13,0,0
AL,2006,36605,18,1,3
AL,2006,36606,11,1,1
AL,2006,36607,9,1,2
AL,2006,36608,12,0,0
AL,2006,36609,14,0,0
AL,2006,36610,22,1,3
AL,2006,36611,4,2,2
AL,2006,36612,4,0,0
AL,2006,36613,12,0,0
AL,2006,36617,15,1,1
AL,2006,36618,16,0,1
AL,2006,36619,8,0,0
AL,2006,36685,1,0,0
AL,2006,36693,7,0,0
AL,2006,36695,8,1,1
AL,2006,36701,33,0,0
AL,2006,36703,4,0,0
AL,2006,36720,3,0,0
AL,2006,36722,2,0,0
AL,2006,36726,1,0,0
AL,2006,36727,1,0,0
AL,2006,36728,9,3,3
AL,2006,36732,23,0,0
AL,2006,36736,14,0,0
AL,2006,36738,7,0,0
AL,2006,36740,12,1,1
AL,2006,36742,10,0,0
AL,2006,36744,102,0,0
AL,2006,36745,1,0,0
AL,2006,36748,8,0,0
AL,2006,36749,1,0,0
AL,2006,36750,2,0,0
AL,2006,36751,30,0,0
AL,2006,36752,11,0,0
AL,2006,36756,29,0,0
AL,2006,36758,2,0,0
AL,2006,36759,1,0,0
AL,2006,36761,8,1,1
AL,2006,36765,8,0,0
AL,2006,36766,1,0,0
AL,2006,36767,1,0,0
AL,2006,36768,3,0,0
AL,2006,36769,26,2,2
AL,2006,36773,1,0,0
AL,2006,36775,1,0,0
AL,2006,36776,19,0,0
AL,2006,36782,12,0,0
AL,2006,36784,69,1,1
AL,2006,36785,21,0,0
AL,2006,36786,14,0,0
AL,2006,36792,2,0,0
AL,2006,36793,4,0,0
AL,2006,36801,22,0,2
AL,2006,36802,4,0,0
AL,2006,36803,4,0,0
AL,2006,36804,15,0,0
AL,2006,36806,1,0,0
AL,2006,36830,45,0,0
AL,2006,36831,1,0,0
AL,2006,36832,17,0,0
AL,2006,36850,25,1,1
AL,2006,36852,2,0,0
AL,2006,36853,53,0,0
AL,2006,36854,8,0,0
AL,2006,36860,2,0,0
AL,2006,36861,14,0,0
AL,2006,36862,14,0,0
AL,2006,36863,5,1,1
AL,2006,36865,1,0,0
AL,2006,36866,31,0,0
AL,2006,36867,9,0,0
AL,2006,36869,11,0,0
AL,2006,36870,4,0,0
AL,2006,36874,1,0,0
AL,2006,36875,2,0,0
AL,2006,36877,5,0,0
AL,2006,36879,1,0,0
AL,2006,36901,5,0,0
AL,2006,36904,11,0,0
AL,2006,36907,17,0,0
AL,2006,36908,10,0,0
AL,2006,36912,19,0,0
AL,2006,36913,1,0,0
AL,2006,36915,2,0,0
AL,2006,36916,1,0,0
AL,2006,36919,7,1,1
AL,2006,36921,8,0,0
AL,2006,36922,6,0,0
AL,2006,36925,26,0,0
AL,2006,70119,1,0,0
AL,2006,72120,1,0,0
AL,2006,72764,1,0,0
AL,2006,Unknown  zip,18968,49,201
AL,2006,Total,31864,168,390
AL,2007,31907,1,0,0
AL,2007,35004,20,0,0
AL,2007,35005,31,0,0
AL,2007,35006,3,0,0
AL,2007,35007,53,0,0
AL,2007,35010,150,1,1
AL,2007,35011,1,0,0
AL,2007,35014,11,0,0
AL,2007,35016,22,0,0
AL,2007,35019,8,0,0
AL,2007,35020,123,2,4
AL,2007,35022,41,0,1
AL,2007,35023,42,0,3
AL,2007,35031,13,0,0
AL,2007,35032,1,0,0
AL,2007,35033,17,0,0
AL,2007,35034,50,0,0
AL,2007,35035,2,0,0
AL,2007,35036,3,0,0
AL,2007,35038,1,0,0
AL,2007,35040,30,0,0
AL,2007,35042,34,0,0
AL,2007,35043,12,0,0
AL,2007,35044,8,0,0
AL,2007,35045,11,0,1
AL,2007,35046,6,1,1
AL,2007,35049,2,0,0
AL,2007,35051,23,0,0
AL,2007,35053,10,0,0
AL,2007,35054,3,0,0
AL,2007,35055,124,0,0
AL,2007,35056,11,0,0
AL,2007,35057,59,0,0
AL,2007,35058,47,0,0
AL,2007,35060,3,0,0
AL,2007,35061,12,0,0
AL,2007,35062,53,0,1
AL,2007,35063,22,0,0
AL,2007,35064,50,0,0
AL,2007,35068,15,1,1
AL,2007,35070,2,0,0
AL,2007,35071,19,0,0
AL,2007,35072,14,0,0
AL,2007,35073,16,0,1
AL,2007,35074,2,0,0
AL,2007,35077,49,0,0
AL,2007,35078,5,0,0
AL,2007,35079,11,0,0
AL,2007,35080,8,0,0
AL,2007,35083,5,0,0
AL,2007,35085,5,0,0
AL,2007,35087,5,0,0
AL,2007,35089,10,0,0
AL,2007,35091,8,0,0
AL,2007,35094,53,1,1
AL,2007,35096,18,0,0
AL,2007,35097,4,0,0
AL,2007,35098,9,0,0
AL,2007,35111,24,0,0
AL,2007,35112,2,0,0
AL,2007,35114,7,0,0
AL,2007,35115,26,0,0
AL,2007,35116,5,0,0
AL,2007,35117,10,0,0
AL,2007,35118,6,0,0
AL,2007,35119,2,0,0
AL,2007,35120,32,0,0
AL,2007,35121,3,0,1
AL,2007,35124,48,0,0
AL,2007,35125,14,0,0
AL,2007,35126,42,0,0
AL,2007,35127,20,0,0
AL,2007,35128,12,0,0
AL,2007,35130,16,0,0
AL,2007,35131,4,0,0
AL,2007,35133,4,0,0
AL,2007,35135,1,0,0
AL,2007,35136,9,0,0
AL,2007,35143,5,0,0
AL,2007,35146,9,0,0
AL,2007,35147,10,0,0
AL,2007,35148,26,0,0
AL,2007,35149,1,0,0
AL,2007,35150,20,0,0
AL,2007,35151,6,0,0
AL,2007,35160,99,0,0
AL,2007,35161,3,0,0
AL,2007,35171,1,0,0
AL,2007,35172,7,0,0
AL,2007,35173,37,0,0
AL,2007,35175,6,0,0
AL,2007,35178,7,0,0
AL,2007,35179,52,0,0
AL,2007,35180,17,0,0
AL,2007,35184,51,0,0
AL,2007,35186,8,0,0
AL,2007,35188,12,0,0
AL,2007,35201,10,0,0
AL,2007,35202,6,0,0
AL,2007,35203,4,0,0
AL,2007,35204,49,1,2
AL,2007,35205,65,0,0
AL,2007,35206,147,1,6
AL,2007,35207,48,1,1
AL,2007,35208,120,1,3
AL,2007,35209,109,0,0
AL,2007,35210,60,1,1
AL,2007,35211,164,1,3
AL,2007,35212,88,0,3
AL,2007,35213,36,0,0
AL,2007,35214,96,2,3
AL,2007,35215,302,0,2
AL,2007,35216,81,0,1
AL,2007,35217,80,0,2
AL,2007,35218,48,3,5
AL,2007,35220,2,0,0
AL,2007,35221,40,0,0
AL,2007,35222,40,1,2
AL,2007,35223,19,1,1
AL,2007,35224,31,0,0
AL,2007,35226,35,0,0
AL,2007,35228,48,0,0
AL,2007,35231,1,0,0
AL,2007,35232,1,0,0
AL,2007,35233,6,0,0
AL,2007,35234,34,0,1
AL,2007,35235,74,0,0
AL,2007,35242,74,0,0
AL,2007,35243,31,0,0
AL,2007,35244,34,0,0
AL,2007,35259,2,0,0
AL,2007,35261,2,0,0
AL,2007,35266,1,0,0
AL,2007,35401,275,0,0
AL,2007,35402,1,0,0
AL,2007,35403,11,0,0
AL,2007,35404,159,0,0
AL,2007,35405,194,0,0
AL,2007,35406,14,0,0
AL,2007,35407,5,0,0
AL,2007,35440,2,0,0
AL,2007,35441,3,0,0
AL,2007,35442,54,0,0
AL,2007,35443,51,0,0
AL,2007,35444,24,0,0
AL,2007,35446,3,0,0
AL,2007,35447,38,0,0
AL,2007,35448,2,0,0
AL,2007,35449,2,0,0
AL,2007,35452,13,0,0
AL,2007,35453,56,0,0
AL,2007,35456,21,0,0
AL,2007,35458,2,0,0
AL,2007,35459,6,0,0
AL,2007,35460,6,1,1
AL,2007,35461,8,0,0
AL,2007,35462,118,1,1
AL,2007,35463,8,0,0
AL,2007,35464,5,0,0
AL,2007,35466,22,0,0
AL,2007,35469,4,0,0
AL,2007,35470,45,0,0
AL,2007,35473,39,0,0
AL,2007,35474,45,0,0
AL,2007,35475,32,0,0
AL,2007,35476,83,0,0
AL,2007,35478,3,0,0
AL,2007,35480,7,0,0
AL,2007,35481,22,0,0
AL,2007,35482,1,0,0
AL,2007,35486,5,0,0
AL,2007,35490,13,0,0
AL,2007,35501,132,0,0
AL,2007,35502,15,0,0
AL,2007,35503,76,1,1
AL,2007,35504,102,0,0
AL,2007,35540,7,0,0
AL,2007,35541,17,0,0
AL,2007,35542,3,0,0
AL,2007,35543,1,0,0
AL,2007,35544,3,0,0
AL,2007,35546,33,0,0
AL,2007,35548,8,0,0
AL,2007,35549,44,0,0
AL,2007,35550,72,0,0
AL,2007,35552,7,1,1
AL,2007,35553,34,0,0
AL,2007,35554,3,0,0
AL,2007,35555,86,0,0
AL,2007,35559,3,0,0
AL,2007,35560,2,0,0
AL,2007,35563,23,0,0
AL,2007,35564,5,0,0
AL,2007,35565,57,0,0
AL,2007,35570,48,0,0
AL,2007,35571,4,0,0
AL,2007,35572,7,0,0
AL,2007,35573,1,0,0
AL,2007,35574,7,0,0
AL,2007,35575,5,0,0
AL,2007,35576,11,0,0
AL,2007,35578,56,0,0
AL,2007,35579,31,0,0
AL,2007,35580,44,0,0
AL,2007,35581,1,0,0
AL,2007,35582,6,0,0
AL,2007,35584,8,0,0
AL,2007,35585,4,0,0
AL,2007,35586,23,0,0
AL,2007,35587,12,0,0
AL,2007,35592,32,0,0
AL,2007,35593,2,0,0
AL,2007,35594,53,0,0
AL,2007,35601,367,1,2
AL,2007,35602,4,0,0
AL,2007,35603,88,0,1
AL,2007,35610,1,0,0
AL,2007,35611,69,0,0
AL,2007,35612,1,0,0
AL,2007,35613,15,0,0
AL,2007,35614,13,0,0
AL,2007,35615,1,0,0
AL,2007,35616,2,0,0
AL,2007,35618,13,0,0
AL,2007,35619,16,0,0
AL,2007,35620,8,0,0
AL,2007,35621,12,0,0
AL,2007,35622,27,0,0
AL,2007,35630,7,0,0
AL,2007,35633,1,0,0
AL,2007,35634,4,0,0
AL,2007,35640,61,0,0
AL,2007,35643,7,0,0
AL,2007,35645,3,0,0
AL,2007,35646,10,0,0
AL,2007,35647,2,0,0
AL,2007,35650,45,0,0
AL,2007,35651,6,0,0
AL,2007,35652,2,0,0
AL,2007,35653,9,0,0
AL,2007,35654,4,0,0
AL,2007,35660,13,0,0
AL,2007,35661,14,0,0
AL,2007,35670,19,0,0
AL,2007,35671,9,0,0
AL,2007,35672,18,0,0
AL,2007,35673,27,0,0
AL,2007,35674,21,0,0
AL,2007,35678,1,0,0
AL,2007,35739,13,0,0
AL,2007,35740,42,0,0
AL,2007,35744,15,0,0
AL,2007,35745,1,0,0
AL,2007,35746,9,0,0
AL,2007,35747,7,0,0
AL,2007,35748,7,0,0
AL,2007,35749,23,0,0
AL,2007,35750,15,0,0
AL,2007,35752,27,0,0
AL,2007,35754,10,0,0
AL,2007,35755,1,0,0
AL,2007,35756,11,1,1
AL,2007,35757,14,0,0
AL,2007,35758,71,0,0
AL,2007,35759,3,0,0
AL,2007,35760,6,0,0
AL,2007,35761,14,0,0
AL,2007,35762,1,0,0
AL,2007,35763,8,2,2
AL,2007,35764,2,0,0
AL,2007,35765,17,0,0
AL,2007,35768,130,0,0
AL,2007,35769,48,0,0
AL,2007,35771,25,0,0
AL,2007,35772,76,0,0
AL,2007,35773,22,0,0
AL,2007,35775,2,0,0
AL,2007,35776,21,0,0
AL,2007,35801,58,0,0
AL,2007,35802,28,0,0
AL,2007,35803,19,0,0
AL,2007,35804,3,0,0
AL,2007,35805,152,0,0
AL,2007,35806,20,0,0
AL,2007,35810,112,0,0
AL,2007,35811,57,0,0
AL,2007,35814,1,0,0
AL,2007,35816,92,0,0
AL,2007,35824,10,0,0
AL,2007,35901,6,0,0
AL,2007,35903,41,0,0
AL,2007,35904,3,0,0
AL,2007,35906,7,0,0
AL,2007,35907,1,0,0
AL,2007,35950,60,0,0
AL,2007,35951,24,0,0
AL,2007,35952,3,0,0
AL,2007,35953,9,0,0
AL,2007,35954,2,0,0
AL,2007,35956,8,0,0
AL,2007,35957,12,0,0
AL,2007,35958,24,0,0
AL,2007,35959,3,0,0
AL,2007,35960,99,0,0
AL,2007,35961,5,0,0
AL,2007,35962,10,0,0
AL,2007,35963,1,0,0
AL,2007,35964,1,0,0
AL,2007,35966,14,0,0
AL,2007,35967,165,0,0
AL,2007,35968,13,0,0
AL,2007,35971,6,0,0
AL,2007,35973,6,0,0
AL,2007,35974,1,0,0
AL,2007,35976,23,1,1
AL,2007,35978,13,0,0
AL,2007,35979,3,0,0
AL,2007,35980,6,0,0
AL,2007,35981,5,0,0
AL,2007,35983,1,0,0
AL,2007,35984,1,0,0
AL,2007,35986,7,1,1
AL,2007,35987,3,0,0
AL,2007,35988,5,0,0
AL,2007,35989,5,0,0
AL,2007,36003,23,0,0
AL,2007,36005,5,0,0
AL,2007,36006,4,0,0
AL,2007,36009,5,0,0
AL,2007,36010,27,2,2
AL,2007,36016,22,0,0
AL,2007,36017,23,0,0
AL,2007,36020,4,0,0
AL,2007,36022,14,0,0
AL,2007,36023,1,0,0
AL,2007,36024,26,0,0
AL,2007,36025,11,0,1
AL,2007,36026,5,0,0
AL,2007,36027,41,0,0
AL,2007,36028,9,0,0
AL,2007,36029,1,0,0
AL,2007,36030,6,1,1
AL,2007,36031,1,0,0
AL,2007,36032,20,0,0
AL,2007,36033,15,0,0
AL,2007,36034,1,0,0
AL,2007,36035,16,1,1
AL,2007,36036,7,0,0
AL,2007,36037,66,0,0
AL,2007,36039,2,0,0
AL,2007,36040,68,0,1
AL,2007,36041,5,0,0
AL,2007,36042,5,0,0
AL,2007,36043,17,0,0
AL,2007,36046,4,0,0
AL,2007,36047,9,0,0
AL,2007,36048,7,0,0
AL,2007,36049,17,2,2
AL,2007,36051,2,0,0
AL,2007,36053,6,0,0
AL,2007,36054,48,0,0
AL,2007,36064,14,0,0
AL,2007,36066,37,0,0
AL,2007,36067,96,1,1
AL,2007,36068,2,0,0
AL,2007,36069,8,1,1
AL,2007,36071,4,0,0
AL,2007,36075,20,0,0
AL,2007,36078,107,0,0
AL,2007,36079,62,2,2
AL,2007,36080,4,0,0
AL,2007,36081,106,4,4
AL,2007,36083,167,3,7
AL,2007,36087,1,0,0
AL,2007,36088,9,0,0
AL,2007,36089,32,2,2
AL,2007,36091,3,0,0
AL,2007,36092,67,0,0
AL,2007,36093,8,0,0
AL,2007,36103,1,0,0
AL,2007,36104,83,1,6
AL,2007,36105,123,1,3
AL,2007,36106,58,0,2
AL,2007,36107,59,1,4
AL,2007,36108,201,2,5
AL,2007,36109,76,0,0
AL,2007,36110,103,1,4
AL,2007,36111,56,0,1
AL,2007,36113,1,0,0
AL,2007,36116,315,0,4
AL,2007,36117,165,0,3
AL,2007,36120,2,0,0
AL,2007,36124,1,0,0
AL,2007,36125,1,0,0
AL,2007,36130,1,0,0
AL,2007,36132,1,0,0
AL,2007,36201,77,0,1
AL,2007,36202,6,0,0
AL,2007,36203,39,0,0
AL,2007,36204,2,0,0
AL,2007,36206,31,0,0
AL,2007,36207,49,1,1
AL,2007,36250,10,0,0
AL,2007,36251,23,0,0
AL,2007,36253,2,0,0
AL,2007,36255,2,0,0
AL,2007,36256,5,0,0
AL,2007,36258,4,0,0
AL,2007,36260,11,0,0
AL,2007,36262,2,0,0
AL,2007,36263,4,0,0
AL,2007,36264,24,2,2
AL,2007,36265,70,0,1
AL,2007,36266,24,0,0
AL,2007,36267,1,0,0
AL,2007,36268,28,0,0
AL,2007,36269,5,0,0
AL,2007,36271,11,0,0
AL,2007,36272,40,0,0
AL,2007,36273,6,0,0
AL,2007,36274,14,0,1
AL,2007,36276,10,0,0
AL,2007,36277,16,0,0
AL,2007,36278,9,1,1
AL,2007,36279,6,0,0
AL,2007,36280,3,0,0
AL,2007,36301,7,1,1
AL,2007,36303,1,0,0
AL,2007,36305,3,0,0
AL,2007,36310,5,0,0
AL,2007,36311,23,0,0
AL,2007,36312,2,0,0
AL,2007,36313,1,0,0
AL,2007,36314,3,0,0
AL,2007,36316,2,0,0
AL,2007,36318,9,0,0
AL,2007,36319,1,0,0
AL,2007,36322,75,0,0
AL,2007,36323,89,0,0
AL,2007,36330,314,0,1
AL,2007,36331,2,0,0
AL,2007,36340,33,1,1
AL,2007,36344,13,0,0
AL,2007,36345,5,0,0
AL,2007,36346,11,0,0
AL,2007,36350,8,0,0
AL,2007,36351,25,0,0
AL,2007,36352,3,1,1
AL,2007,36353,1,0,0
AL,2007,36360,182,1,1
AL,2007,36362,2,0,0
AL,2007,36374,7,0,0
AL,2007,36375,5,0,0
AL,2007,36401,43,0,1
AL,2007,36420,103,0,0
AL,2007,36421,20,0,0
AL,2007,36425,2,0,0
AL,2007,36426,69,0,1
AL,2007,36427,3,0,0
AL,2007,36432,14,0,0
AL,2007,36435,1,0,0
AL,2007,36436,8,0,0
AL,2007,36441,8,0,0
AL,2007,36442,22,0,0
AL,2007,36444,1,0,0
AL,2007,36445,3,0,0
AL,2007,36446,11,0,0
AL,2007,36451,49,0,0
AL,2007,36453,4,0,0
AL,2007,36454,2,0,0
AL,2007,36455,3,0,0
AL,2007,36456,17,0,0
AL,2007,36458,2,0,0
AL,2007,36460,22,0,1
AL,2007,36461,7,0,0
AL,2007,36467,33,0,0
AL,2007,36471,3,0,0
AL,2007,36474,8,0,0
AL,2007,36475,10,1,1
AL,2007,36476,1,0,0
AL,2007,36477,42,0,0
AL,2007,36482,20,0,0
AL,2007,36501,1,0,0
AL,2007,36502,33,0,0
AL,2007,36504,1,0,0
AL,2007,36505,1,0,0
AL,2007,36507,101,0,0
AL,2007,36509,2,0,0
AL,2007,36511,1,0,0
AL,2007,36513,4,0,0
AL,2007,36518,24,0,0
AL,2007,36521,3,0,0
AL,2007,36522,25,0,0
AL,2007,36523,3,0,0
AL,2007,36524,12,0,0
AL,2007,36525,1,0,0
AL,2007,36526,3,0,0
AL,2007,36527,3,0,0
AL,2007,36529,1,0,0
AL,2007,36530,4,0,0
AL,2007,36532,3,0,0
AL,2007,36535,22,0,0
AL,2007,36536,1,0,0
AL,2007,36538,2,0,0
AL,2007,36539,2,0,0
AL,2007,36540,25,0,0
AL,2007,36541,31,0,0
AL,2007,36542,15,0,0
AL,2007,36544,18,1,1
AL,2007,36545,110,0,0
AL,2007,36547,2,0,0
AL,2007,36548,14,0,0
AL,2007,36549,1,0,0
AL,2007,36551,3,0,0
AL,2007,36553,38,0,0
AL,2007,36555,1,0,0
AL,2007,36556,2,0,0
AL,2007,36558,12,0,0
AL,2007,36560,13,0,0
AL,2007,36561,13,0,0
AL,2007,36562,3,0,0
AL,2007,36567,4,0,0
AL,2007,36568,2,0,0
AL,2007,36569,2,0,0
AL,2007,36571,3,0,0
AL,2007,36572,3,0,0
AL,2007,36575,6,0,0
AL,2007,36576,4,0,0
AL,2007,36578,2,0,0
AL,2007,36579,7,0,0
AL,2007,36580,1,0,0
AL,2007,36581,4,0,0
AL,2007,36582,12,0,0
AL,2007,36583,4,0,0
AL,2007,36584,2,0,0
AL,2007,36585,10,0,0
AL,2007,36587,9,0,0
AL,2007,36603,4,1,1
AL,2007,36604,3,1,1
AL,2007,36605,25,0,1
AL,2007,36606,9,0,0
AL,2007,36607,6,0,0
AL,2007,36608,17,0,0
AL,2007,36609,20,0,2
AL,2007,36610,14,1,1
AL,2007,36611,1,0,0
AL,2007,36612,2,0,0
AL,2007,36613,6,0,0
AL,2007,36617,13,1,2
AL,2007,36618,17,0,0
AL,2007,36619,8,0,0
AL,2007,36685,1,0,0
AL,2007,36693,11,0,0
AL,2007,36695,16,0,0
AL,2007,36701,133,2,3
AL,2007,36702,4,0,0
AL,2007,36703,16,0,0
AL,2007,36720,5,0,0
AL,2007,36722,7,0,0
AL,2007,36726,6,0,0
AL,2007,36727,1,0,0
AL,2007,36728,2,0,0
AL,2007,36732,48,0,0
AL,2007,36736,15,0,0
AL,2007,36738,9,0,0
AL,2007,36740,12,0,0
AL,2007,36742,10,0,0
AL,2007,36744,158,0,0
AL,2007,36745,1,0,0
AL,2007,36748,11,0,0
AL,2007,36749,2,0,0
AL,2007,36750,4,0,0
AL,2007,36751,21,0,0
AL,2007,36752,8,0,0
AL,2007,36754,6,0,0
AL,2007,36756,43,0,0
AL,2007,36758,5,0,0
AL,2007,36759,8,0,0
AL,2007,36761,5,0,0
AL,2007,36765,7,0,0
AL,2007,36766,2,0,0
AL,2007,36767,8,1,1
AL,2007,36768,2,0,0
AL,2007,36769,23,0,0
AL,2007,36773,2,0,0
AL,2007,36775,3,0,0
AL,2007,36776,13,0,0
AL,2007,36782,12,0,0
AL,2007,36783,8,0,0
AL,2007,36784,77,0,0
AL,2007,36785,22,0,1
AL,2007,36786,35,0,0
AL,2007,36792,2,0,0
